Date,Business Purpose,From,To,Miles,Category,Rate,Amount At Rate,Parking,Tolls,Vehicle,Notes
2025-09-18,Business,home/office,"1939 E Market St, Greensboro, NC, 27401, United States",34.4,Business,0.7,24.08,0.0,0.0,🐎,Start: 10:39 · MileIQ
2025-09-18,Business,"1800 E Market St, Greensboro, NC, Cumberland, 27401, United States","550 Pineview Dr, Kernersville, NC, 27284, United States",21.6,Business,0.7,15.12,0.0,0.0,🐎,Start: 11:38 · MileIQ
2025-09-18,Business,"550 Pineview Dr, Kernersville, NC, 27284, United States","5601 W Friendly Ave, Greensboro, NC, 27410, United States",11.6,Business,0.7,8.12,0.0,0.0,🐎,Start: 12:54 · MileIQ
2025-09-18,Business,"5601 W Friendly Ave, Greensboro, NC, 27410, United States","916 Meade Dr, Greensboro, NC, Hamilton Hills, 27410, United States",1.1,Business,0.7,0.77,0.0,0.0,🐎,Start: 13:19 · MileIQ
2025-09-18,Business,"916 Meade Dr, Greensboro, NC, Hamilton Hills, 27410, United States","915 N 2nd Ave, Siler City, NC, 27344, United States",42.2,Business,0.7,29.54,0.0,0.0,🐎,Start: 14:15 · MileIQ
2025-09-18,Business,"915 N 2nd Ave, Siler City, NC, 27344, United States","1782 W 3rd St, Siler City, NC, 27344, United States",2.1,Business,0.7,1.47,0.0,0.0,🐎,Start: 15:08 · MileIQ
2025-09-18,Business,home/office,"910 S Holden Rd, Greensboro, NC, Hewitt Area, 27407, United States",35.5,Business,0.7,24.85,0.0,0.0,🐎,Start: 17:07 · MileIQ
2025-09-18,Business,"910 S Holden Rd, Greensboro, NC, Hewitt Area, 27407, United States",home/office,37.5,Business,0.7,26.25,0.0,0.0,🐎,Start: 23:43 · MileIQ
2025-09-19,Business,home/office,"1322 E 11th St, Siler City, NC, 27344, United States",2.7,Business,0.7,1.89,0.0,0.0,🐎,Start: 12:07 · MileIQ
2025-09-19,Business,"1322 E 11th St, Siler City, NC, 27344, United States","2619 Hillway Dr, Greensboro, NC, 27407, United States",41.2,Business,0.7,28.84,0.0,0.0,🐎,Start: 12:26 · MileIQ
2025-09-19,Business,"4626 W Gate City Blvd, Greensboro, NC, 27407, United States","811 Post St, Greensboro, NC, 27405, United States",16.2,Business,0.7,11.34,0.0,0.0,🐎,Start: 13:32 · MileIQ
2025-09-19,Business,"811 Post St, Greensboro, NC, 27405, United States","1705 S 40 Dr, Greensboro, NC, 27407, United States",11.7,Business,0.7,8.19,0.0,0.0,🐎,Start: 14:25 · MileIQ
2025-09-19,Business,"1705 S 40 Dr, Greensboro, NC, 27407, United States","367 Queens Way, Randleman, NC, 27317, United States",20.5,Business,0.7,14.35,0.0,0.0,🐎,Start: 15:00 · MileIQ
2025-09-19,Business,"367 Queens Way, Randleman, NC, 27317, United States","10439 NC-8, Lexington, NC, 27292, United States",43.5,Business,0.7,30.45,0.0,0.0,🐎,Start: 16:26 · MileIQ
2025-09-19,Business,"10439 NC-8, Lexington, NC, 27292, United States","14215 US-64, Siler City, NC, 27344, United States",77.3,Business,0.7,54.11,0.0,0.0,🐎,Start: 18:08 · MileIQ
2025-09-19,Business,"14215 US-64, Siler City, NC, 27344, United States",home/office,4.6,Business,0.7,3.22,0.0,0.0,🐎,Start: 20:22 · MileIQ
2025-09-20,Business,home/office,"1309 S Main St, Lexington, NC, 27292, United States",53.9,Business,0.7,37.73,0.0,0.0,🐎,Start: 06:13 · MileIQ
2025-09-20,Business,"1309 S Main St, Lexington, NC, 27292, United States","130 Lowes Blvd, Lexington, NC, 27292, United States",2.7,Business,0.7,1.89,0.0,0.0,🐎,Start: 11:14 · MileIQ
2025-09-20,Business,"130 Lowes Blvd, Lexington, NC, 27292, United States","1309 S Main St, Lexington, NC, 27292, United States",2.3,Business,0.7,1.61,0.0,0.0,🐎,Start: 11:40 · MileIQ
2025-09-20,Business,"1309 S Main St, Lexington, NC, 27292, United States","206 Wolf Creek Trail, Lexington, NC, 27292, United States",15.5,Business,0.7,10.85,0.0,0.0,🐎,Start: 15:33 · MileIQ
2025-09-20,Business,"282 Wolf Creek Trail, Lexington, NC, 27292, United States",home/office,57.7,Business,0.7,40.39,0.0,0.0,🐎,Start: 16:29 · MileIQ
2025-09-21,Business,home/office,"1123 S Main St, Lexington, NC, 27292, United States",53.7,Business,0.7,37.59,0.0,0.0,🐎,Start: 08:13 · MileIQ
2025-09-21,Business,"1309 S Main St, Lexington, NC, 27292, United States","130 Lowes Blvd, Lexington, NC, 27292, United States",2.4,Business,0.7,1.68,0.0,0.0,🐎,Start: 09:34 · MileIQ
2025-09-21,Business,"130 Lowes Blvd, Lexington, NC, 27292, United States","1309 S Main St, Lexington, NC, 27292, United States",2.4,Business,0.7,1.68,0.0,0.0,🐎,Start: 10:16 · MileIQ
2025-09-21,Business,"1309 S Main St, Lexington, NC, 27292, United States",home/office,53.7,Business,0.7,37.59,0.0,0.0,🐎,Start: 15:30 · MileIQ
2025-09-22,Business,home/office,"6814 W Market St, Greensboro, NC, 27409, United States",77.6,Business,0.7,54.32,0.0,0.0,🐎,Start: 08:05 · MileIQ
2025-09-22,Business,"6814 W Market St, Greensboro, NC, 27409, United States",home/office,43.1,Business,0.7,30.17,0.0,0.0,🐎,Start: 10:05 · MileIQ
2025-09-22,Business,home/office,"367 Queens Way, Randleman, NC, 27317, United States",32.5,Business,0.7,22.75,0.0,0.0,🐎,Start: 12:00 · MileIQ
2025-09-22,Business,"367 Queens Way, Randleman, NC, 27317, United States","284 N Talbert Blvd, Lexington, NC, 27292, United States",33.4,Business,0.7,23.38,0.0,0.0,🐎,Start: 14:12 · MileIQ
2025-09-22,Business,"18 Cotton Grove Rd, Lexington, NC, 27292, United States","1200 S Main St, Lexington, NC, 27292, United States",3.9,Business,0.7,2.73,0.0,0.0,🐎,Start: 14:56 · MileIQ
2025-09-22,Business,"1309 S Main St, Lexington, NC, 27292, United States","920 N 2nd Ave, Siler City, NC, 27344, United States",56.2,Business,0.7,39.34,0.0,0.0,🐎,Start: 15:29 · MileIQ
2025-09-22,Business,"920 N 2nd Ave, Siler City, NC, 27344, United States",home/office,2.1,Business,0.7,1.47,0.0,0.0,🐎,Start: 16:52 · MileIQ
2025-09-22,Business,"907 Sedgefield Dr, Siler City, NC, 27344, United States",home/office,1.3,Business,0.7,0.91,0.0,0.0,🐎,Start: 17:03 · MileIQ
2025-09-23,Business,home/office,"1309 S Main St, Lexington, NC, 27292, United States",54.2,Business,0.7,37.94,0.0,0.0,🐎,Start: 06:31 · MileIQ
2025-09-23,Business,"1309 S Main St, Lexington, NC, 27292, United States","130 Lowes Blvd, Lexington, NC, 27292, United States",1.9,Business,0.7,1.33,0.0,0.0,🐎,Start: 08:35 · MileIQ
2025-09-23,Business,"130 Lowes Blvd, Lexington, NC, 27292, United States","1200 S Main St, Lexington, NC, 27292, United States",2.1,Business,0.7,1.47,0.0,0.0,🐎,Start: 08:58 · MileIQ
2025-09-23,Business,"1309 S Main St, Lexington, NC, 27292, United States","4360 NC-705, Robbins, NC, 27325, United States",51.1,Business,0.7,35.77,0.0,0.0,🐎,Start: 11:20 · MileIQ
2025-09-23,Business,"4360 NC-705, Robbins, NC, 27325, United States","1671 W 3rd St, Siler City, NC, 27344, United States",25.8,Business,0.7,18.06,0.0,0.0,🐎,Start: 13:47 · MileIQ
2025-09-23,Business,home/office,"910 S Holden Rd, Greensboro, NC, Hewitt Area, 27407, United States",37.4,Business,0.7,26.18,0.0,0.0,🐎,Start: 17:06 · MileIQ
2025-09-23,Business,"910 S Holden Rd, Greensboro, NC, Hewitt Area, 27407, United States","3303 W Gate City Blvd, Greensboro, NC, 27407, United States",2.0,Business,0.7,1.4,0.0,0.0,🐎,Start: 21:18 · MileIQ
2025-09-23,Business,"3301 W Gate City Blvd, Greensboro, NC, 27407, United States",home/office,36.1,Business,0.7,25.27,0.0,0.0,🐎,Start: 23:32 · MileIQ
2025-09-24,Business,home/office,home/office,6.3,Business,0.7,4.41,0.0,0.0,🐎,Start: 09:22 · MileIQ
2025-09-25,Business,home/office,"4360 NC-705, Robbins, NC, 27325, United States",26.2,Business,0.7,18.34,0.0,0.0,🐎,Start: 08:27 · MileIQ
2025-09-25,Business,"4360 NC-705, Robbins, NC, 27325, United States","1782 W 3rd St, Siler City, NC, 27344, United States",24.8,Business,0.7,17.36,0.0,0.0,🐎,Start: 09:28 · MileIQ
2025-09-25,Business,home/office,"8112 US-64, Ramseur, NC, 27316, United States",7.9,Business,0.7,5.53,0.0,0.0,🐎,Start: 11:01 · MileIQ
2025-09-25,Business,"8108 US-64, Ramseur, NC, 27316, United States","1123 S Main St, Lexington, NC, 27292, United States",40.9,Business,0.7,28.63,0.0,0.0,🐎,Start: 11:25 · MileIQ
2025-09-25,Business,"1309 S Main St, Lexington, NC, 27292, United States","4360 NC-705, Robbins, NC, 27325, United States",56.1,Business,0.7,39.27,0.0,0.0,🐎,Start: 12:23 · MileIQ
2025-09-25,Business,"2107 N Howard Mill Rd, Robbins, NC, 27325, United States",home/office,25.6,Business,0.7,17.92,0.0,0.0,🐎,Start: 14:08 · MileIQ
2025-09-25,Business,home/office,"910 S Holden Rd, Greensboro, NC, Hewitt Area, 27407, United States",37.6,Business,0.7,26.32,0.0,0.0,🐎,Start: 17:13 · MileIQ
2025-09-25,Business,"910 S Holden Rd, Greensboro, NC, Hewitt Area, 27407, United States",home/office,37.6,Business,0.7,26.32,0.0,0.0,🐎,Start: 21:03 · MileIQ
2025-09-26,Business,home/office,"1122 S Main St, Lexington, NC, 27292, United States",48.6,Business,0.7,34.02,0.0,0.0,🐎,Start: 07:43 · MileIQ
2025-09-26,Business,"1309 S Main St, Lexington, NC, 27292, United States","130 Lowes Blvd, Lexington, NC, 27292, United States",2.4,Business,0.7,1.68,0.0,0.0,🐎,Start: 08:56 · MileIQ
2025-09-26,Business,"130 Lowes Blvd, Lexington, NC, 27292, United States","1402 S Main St, Lexington, NC, 27292, United States",2.3,Business,0.7,1.61,0.0,0.0,🐎,Start: 09:11 · MileIQ
2025-09-26,Business,"1309 S Main St, Lexington, NC, 27292, United States",home/office,54.2,Business,0.7,37.94,0.0,0.0,🐎,Start: 19:56 · MileIQ
2025-09-27,Business,home/office,"215 Deatherage Rd, Mount Airy, NC, Mt Airy, 27030, United States",93.7,Business,0.7,65.59,0.0,0.0,🐎,Start: 11:24 · MileIQ
2025-09-27,Business,"226 Deatherage Rd, Mount Airy, NC, Mt Airy, 27030, United States","3804 Amber Way Cir SW, Roanoke, VA, 24018, United States",111.0,Business,0.7,77.7,0.0,0.0,🐎,Start: 13:22 · MileIQ
2025-09-27,Business,"3804 Amber Way Cir SW, Roanoke, VA, 24018, United States",home/office,140.6,Business,0.7,98.42,0.0,0.0,🐎,Start: 16:29 · MileIQ
2025-09-27,Business,home/office,home/office,6.3,Business,0.7,4.41,0.0,0.0,🐎,Start: 19:18 · MileIQ
2025-09-28,Business,home/office,"1201 S Main St, Lexington, NC, 27292, United States",54.1,Business,0.7,37.87,0.0,0.0,🐎,Start: 08:05 · MileIQ
2025-09-28,Business,"1123 S Main St, Lexington, NC, 27292, United States",home/office,53.7,Business,0.7,37.59,0.0,0.0,🐎,Start: 16:32 · MileIQ
2025-09-29,Business,home/office,"1226E E Dixie Dr, Asheboro, NC, 27203, United States",18.7,Business,0.7,13.09,0.0,0.0,🐎,Start: 12:39 · MileIQ
2025-09-29,Business,"1226E E Dixie Dr, Asheboro, NC, 27203, United States",home/office,18.7,Business,0.7,13.09,0.0,0.0,🐎,Start: 14:14 · MileIQ
2025-09-30,Business,home/office,"1632 NC-22, Robbins, NC, 27325, United States",19.8,Business,0.7,13.86,0.0,0.0,🐎,Start: 09:13 · MileIQ
2025-09-30,Business,"1632 NC-22, Robbins, NC, 27325, United States",home/office,21.0,Business,0.7,14.7,0.0,0.0,🐎,Start: 09:50 · MileIQ
2025-09-30,Business,home/office,"510 Pineview Dr, Kernersville, NC, 27284, United States",52.3,Business,0.7,36.61,0.0,0.0,🐎,Start: 12:02 · MileIQ
2025-09-30,Business,"550 Pineview Dr, Kernersville, NC, 27284, United States","4449 NC-22, Siler City, NC, 27344, United States",56.8,Business,0.7,39.76,0.0,0.0,🐎,Start: 13:51 · MileIQ
2025-09-30,Business,"4449 NC-22, Siler City, NC, 27344, United States",home/office,12.9,Business,0.7,9.03,0.0,0.0,🐎,Start: 16:05 · MileIQ
2025-09-30,Business,home/office,"910 S Holden Rd, Greensboro, NC, Hewitt Area, 27407, United States",36.5,Business,0.7,25.55,0.0,0.0,🐎,Start: 17:43 · MileIQ
2025-09-30,Business,"910 S Holden Rd, Greensboro, NC, Hewitt Area, 27407, United States",home/office,36.4,Business,0.7,25.48,0.0,0.0,🐎,Start: 21:01 · MileIQ
2025-10-01,Business,home/office,"108 George P Rd, Robbins, NC, 27325, United States",22.8,Business,0.7,15.96,0.0,0.0,🐎,Start: 11:56 · MileIQ
2025-10-01,Business,"108 George P Rd, Robbins, NC, Bennett, 27325, United States","4360 NC-705, Robbins, NC, 27325, United States",6.8,Business,0.7,4.76,0.0,0.0,🐎,Start: 13:02 · MileIQ
2025-10-01,Business,"4360 NC-705, Robbins, NC, 27325, United States","367 Queens Way, Randleman, NC, 27317, United States",36.4,Business,0.7,25.48,0.0,0.0,🐎,Start: 13:34 · MileIQ
2025-10-01,Business,"367 Queens Way, Randleman, NC, 27317, United States",home/office,46.4,Business,0.7,32.48,0.0,0.0,🐎,Start: 15:17 · MileIQ
2025-10-02,Business,"1309 S Main St, Lexington, NC, 27292, United States",home/office,56.8,Business,0.7,39.76,0.0,0.0,🐎,Start: 12:29 · MileIQ
2025-10-02,Business,home/office,"1322 E 11th St, Siler City, NC, 27344, United States",2.7,Business,0.7,1.89,0.0,0.0,🐎,Start: 15:42 · MileIQ
2025-10-02,Business,"1322 E 11th St, Siler City, NC, 27344, United States",home/office,2.8,Business,0.7,1.96,0.0,0.0,🐎,Start: 16:38 · MileIQ
2025-10-02,Business,home/office,"910 S Holden Rd, Greensboro, NC, Hewitt Area, 27407, United States",37.3,Business,0.7,26.11,0.0,0.0,🐎,Start: 18:09 · MileIQ
2025-10-02,Business,"910 S Holden Rd, Greensboro, NC, Hewitt Area, 27407, United States",home/office,36.4,Business,0.7,25.48,0.0,0.0,🐎,Start: 20:50 · MileIQ
2025-10-02,Business,"1112 Perry Ave, Siler City, NC, 27344, United States",home/office,2.5,Business,0.7,1.75,0.0,0.0,🐎,Start: 21:36 · MileIQ
2025-10-03,Business,home/office,"109 Walmart Supercenter, Siler City, NC, 27344, United States",3.9,Business,0.7,2.73,0.0,0.0,🐎,Start: 14:09 · MileIQ
2025-10-03,Business,"109 Walmart Supercenter, Siler City, NC, 273446756, United States","1295 Henderson Tanyard Rd, Pittsboro, NC, 27312, United States",9.9,Business,0.7,6.93,0.0,0.0,🐎,Start: 14:29 · MileIQ
2025-10-03,Business,"Silk Hope, NC, 27344, United States","552 Ellington Rd, Siler City, NC, 27344, United States",14.4,Business,0.7,10.08,0.0,0.0,🐎,Start: 16:13 · MileIQ
2025-10-04,Business,home/office,home/office,42.7,Business,0.7,29.89,0.0,0.0,🐎,Start: 14:10 · MileIQ
2025-10-05,Business,home/office,"3280 US-501, Hamer, SC, 29547, United States",93.9,Business,0.7,65.73,0.0,0.0,🐎,Start: 09:48 · MileIQ
2025-10-05,Business,"3266 US-301, Hamer, SC, 29547, United States","11067 US-15, Aberdeen, NC, 28315, United States",51.2,Business,0.7,35.84,0.0,0.0,🐎,Start: 15:58 · MileIQ
2025-10-05,Business,"11067 US-15, Aberdeen, NC, 28315, United States",home/office,42.8,Business,0.7,29.96,0.0,0.0,🐎,Start: 17:17 · MileIQ
2025-10-06,Business,home/office,"367 Queens Way, Randleman, NC, 27317, United States",68.0,Business,0.7,47.6,0.0,0.0,🐎,Start: 11:09 · MileIQ
2025-10-06,Business,"367 Queens Way, Randleman, NC, 27317, United States","1309 S Main St, Lexington, NC, 27292, United States",36.0,Business,0.7,25.2,0.0,0.0,🐎,Start: 13:50 · MileIQ
2025-10-06,Business,"1309 S Main St, Lexington, NC, 27292, United States","367 Queens Way, Randleman, NC, 27317, United States",36.0,Business,0.7,25.2,0.0,0.0,🐎,Start: 15:24 · MileIQ
2025-10-06,Business,"367 Queens Way, Randleman, NC, 27317, United States","383 Queens Way, Randleman, NC, 27317, United States",8.1,Business,0.7,5.67,0.0,0.0,🐎,Start: 19:05 · MileIQ
2025-10-07,Business,"367 Queens Way, Randleman, NC, 27317, United States",home/office,27.0,Business,0.7,18.9,0.0,0.0,🐎,Start: 08:59 · MileIQ
2025-10-07,Business,home/office,"2651 Randleman Rd, Greensboro, NC, 27406, United States",30.7,Business,0.7,21.49,0.0,0.0,🐎,Start: 10:05 · MileIQ
2025-10-07,Business,"2651 Randleman Rd, Greensboro, NC, 27406, United States",home/office,43.3,Business,0.7,30.31,0.0,0.0,🐎,Start: 13:50 · MileIQ
2025-10-07,Business,home/office,"1603 E 11th St, Siler City, NC, 27344, United States",3.0,Business,0.7,2.1,0.0,0.0,🐎,Start: 18:01 · MileIQ
2025-10-07,Business,"1703 E 11th St, Siler City, NC, 27344, United States","910 S Holden Rd, Greensboro, NC, Hewitt Area, 27407, United States",36.9,Business,0.7,25.83,0.0,0.0,🐎,Start: 18:32 · MileIQ
2025-10-07,Business,"910 S Holden Rd, Greensboro, NC, Hewitt Area, 27407, United States",home/office,39.0,Business,0.7,27.3,0.0,0.0,🐎,Start: 21:09 · MileIQ
2025-10-07,Business,home/office,"367 Queens Way, Randleman, NC, 27317, United States",25.7,Business,0.7,17.99,0.0,0.0,🐎,Start: 22:15 · MileIQ
2025-10-08,Business,"367 Queens Way, Randleman, NC, 27317, United States",home/office,26.1,Business,0.7,18.27,0.0,0.0,🐎,Start: 15:34 · MileIQ
2025-10-09,Business,home/office,"1628 NC-22, Robbins, NC, 27325, United States",21.5,Business,0.7,15.05,0.0,0.0,🐎,Start: 13:44 · MileIQ
2025-10-09,Business,"1628 NC-22, Robbins, NC, 27325, United States","1152 NC-22, Bennett, NC, 27208, United States",0.9,Business,0.7,0.63,0.0,0.0,🐎,Start: 14:33 · MileIQ
2025-10-09,Business,"1152 NC-22, Bennett, NC, 27208, United States",home/office,29.5,Business,0.7,20.65,0.0,0.0,🐎,Start: 14:47 · MileIQ
2025-10-09,Business,home/office,"4103 W Wendover Ave, Greensboro, NC, 27407, United States",39.1,Business,0.7,27.37,0.0,0.0,🐎,Start: 15:35 · MileIQ
2025-10-09,Business,"4201 W Wendover Ave, Greensboro, NC, 27407, United States","916 Meade Dr, Greensboro, NC, Hamilton Hills, 27410, United States",2.7,Business,0.7,1.89,0.0,0.0,🐎,Start: 16:32 · MileIQ
2025-10-09,Business,"819 Montpelier Dr, Greensboro, NC, Hamilton Hills, 27410, United States","3102 Alder Way, Greensboro, NC, Holden Farms, 27407, United States",6.7,Business,0.7,4.69,0.0,0.0,🐎,Start: 17:22 · MileIQ
2025-10-09,Business,"3103 Alder Way, Greensboro, NC, Holden Farms, 27407, United States","3010 Spring Garden St, Greensboro, NC, Lindley Park, 27403, United States",3.4,Business,0.7,2.38,0.0,0.0,🐎,Start: 18:14 · MileIQ
2025-10-09,Business,"910 S Holden Rd, Greensboro, NC, Hewitt Area, 27407, United States","6400 Burlington Rd, Whitsett, NC, 27377, United States",20.8,Business,0.7,14.56,0.0,0.0,🐎,Start: 20:57 · MileIQ
2025-10-09,Business,"6403 W Interstate Ct, Whitsett, NC, 27377, United States","800 Apple St, Gibsonville, NC, 27249, United States",6.1,Business,0.7,4.27,0.0,0.0,🐎,Start: 21:43 · MileIQ
2025-10-09,Business,"903 Apple St, Gibsonville, NC, 27249, United States",home/office,42.7,Business,0.7,29.89,0.0,0.0,🐎,Start: 22:42 · MileIQ
2025-10-10,Business,home/office,"711 College Rd, Greensboro, NC, 27410, United States",42.0,Business,0.7,29.4,0.0,0.0,🐎,Start: 13:16 · MileIQ
2025-10-10,Business,"701 College Rd, Greensboro, NC, 27410, United States","6998 Hemphill Rd, Julian, NC, 27283, United States",22.4,Business,0.7,15.68,0.0,0.0,🐎,Start: 14:56 · MileIQ
2025-10-10,Business,"6998 Hemphill Rd, Julian, NC, 27283, United States",home/office,19.7,Business,0.7,13.79,0.0,0.0,🐎,Start: 15:25 · MileIQ
2025-10-11,Business,home/office,"121 Lowes Dr, Pittsboro, NC, 27312, United States",20.1,Business,0.7,14.07,0.0,0.0,🐎,Start: 14:52 · MileIQ
2025-10-11,Business,"121 Lowes Dr, Pittsboro, NC, 27312, United States",home/office,19.8,Business,0.7,13.86,0.0,0.0,🐎,Start: 16:11 · MileIQ
2025-10-11,vehicle maintenance,home/office,"1612 W 3rd St, Siler City, NC, 27344, United States",2.3,Business,0.7,1.61,0.0,0.0,🐎,Start: 18:34 · MileIQ
2025-10-12,Business,home/office,home/office,2.5,Business,0.7,1.75,0.0,0.0,🐎,Start: 18:57 · MileIQ
2025-10-13,Business,home/office,"1703 E 11th St, Siler City, NC, 27344, United States",3.1,Business,0.7,2.17,0.0,0.0,🐎,Start: 17:59 · MileIQ
2025-10-13,Business,"1740 E 11th St, Siler City, NC, 27344, United States","17771 US-64, Siler City, NC, 27344, United States",3.1,Business,0.7,2.17,0.0,0.0,🐎,Start: 18:11 · MileIQ
2025-10-13,Business,"17771 US-64, Siler City, NC, 27344, United States","7972 US-64, Ramseur, NC, 27316, United States",7.7,Business,0.7,5.39,0.0,0.0,🐎,Start: 18:12 · MileIQ
2025-10-13,Business,"7972 US-64, Ramseur, NC, 27316, United States","1421 E Dixie Dr, Asheboro, NC, 27203, United States",10.2,Business,0.7,7.14,0.0,0.0,🐎,Start: 18:27 · MileIQ
2025-10-13,Business,"1415 E Dixie Dr, Asheboro, NC, 27203, United States","813 E Dixie Dr, Asheboro, NC, 27203, United States",1.3,Business,0.7,0.91,0.0,0.0,🐎,Start: 18:36 · MileIQ
2025-10-13,Business,"715 E Dixie Dr, Asheboro, NC, 27203, United States","3941 US-64, Asheboro, NC, 27203, United States",5.0,Business,0.7,3.5,0.0,0.0,🐎,Start: 19:20 · MileIQ
2025-10-13,Business,"4012 US-64, Asheboro, NC, 27203, United States","6884 Jordan Rd, Ramseur, NC, 27316, United States",4.6,Business,0.7,3.22,0.0,0.0,🐎,Start: 19:23 · MileIQ
2025-10-13,Business,"137 King Rd, Ramseur, NC, 27316, United States","8108 US-64, Ramseur, NC, 27316, United States",2.0,Business,0.7,1.4,0.0,0.0,🐎,Start: 19:36 · MileIQ
2025-10-13,Business,"8108 US-64, Ramseur, NC, 27316, United States",home/office,7.9,Business,0.7,5.53,0.0,0.0,🐎,Start: 19:38 · MileIQ
2025-10-14,Business,home/office,"1678 W 3rd St, Siler City, NC, 27344, United States",1.8,Business,0.7,1.26,0.0,0.0,🐎,Start: 13:14 · MileIQ
2025-10-14,Business,home/office,high falls oil,72.4,Business,0.7,50.68,0.0,0.0,🐎,Start: 16:59 · MileIQ
2025-10-14,Business,high falls oil,"809 S Holden Rd, Greensboro, NC, Lindley Park, 27407, United States",9.3,Business,0.7,6.51,0.0,0.0,🐎,Start: 18:48 · MileIQ
2025-10-14,Business,"910 S Holden Rd, Greensboro, NC, Hewitt Area, 27407, United States","4102 Fernhurst Way, Greensboro, NC, 27406, United States",7.2,Business,0.7,5.04,0.0,0.0,🐎,Start: 23:43 · MileIQ
2025-10-15,vehicle maintenance,"4002 Elton Way, Greensboro, NC, 27406, United States",home/office,29.2,Business,0.7,20.44,0.0,0.0,🐎,Start: 00:11 · MileIQ
2025-10-15,Business,home/office,high falls oil,45.8,Business,0.7,32.06,0.0,0.0,🐎,Start: 11:02 · MileIQ
2025-10-15,Business,high falls oil,"1632 NC-22, Robbins, NC, 27325, United States",60.6,Business,0.7,42.42,0.0,0.0,🐎,Start: 12:27 · MileIQ
2025-10-15,Business,"1632 NC-22, Robbins, NC, 27325, United States","1754 W 3rd St, Siler City, NC, 27344, United States",21.1,Business,0.7,14.77,0.0,0.0,🐎,Start: 13:36 · MileIQ
2025-10-15,Business,"2200 W 3rd St, Siler City, NC, 27344, United States","367 Queens Way, Randleman, NC, 27317, United States",34.1,Business,0.7,23.87,0.0,0.0,🐎,Start: 15:20 · MileIQ
2025-10-15,Business,"367 Queens Way, Randleman, NC, 27317, United States",home/office,24.8,Business,0.7,17.36,0.0,0.0,🐎,Start: 23:51 · MileIQ
2025-10-16,Business,home/office,home/office,2.5,Business,0.7,1.75,0.0,0.0,🐎,Start: 10:14 · MileIQ
2025-10-16,Business,home/office,"776 W Dixie Dr, Asheboro, NC, 27205, United States",21.0,Business,0.7,14.7,0.0,0.0,🐎,Start: 10:40 · MileIQ
2025-10-16,Business,"776 W Dixie Dr, Asheboro, NC, 27205, United States","1309 S Main St, Lexington, NC, 27292, United States",35.5,Business,0.7,24.85,0.0,0.0,🐎,Start: 11:31 · MileIQ
2025-10-16,Business,"1309 S Main St, Lexington, NC, 27292, United States",home/office,53.6,Business,0.7,37.52,0.0,0.0,🐎,Start: 12:49 · MileIQ
2025-10-16,Meeting,home/office,"910 S Holden Rd, Greensboro, NC, Hewitt Area, 27407, United States",36.5,Business,0.7,25.55,0.0,0.0,🐎,Start: 17:22 · MileIQ
2025-10-16,Business,"910 S Holden Rd, Greensboro, NC, Hewitt Area, 27407, United States",home/office,36.4,Business,0.7,25.48,0.0,0.0,🐎,Start: 21:03 · MileIQ
2025-10-17,Business,home/office,"1711 E 11th St, Siler City, NC, 27344, United States",3.2,Business,0.7,2.24,0.0,0.0,🐎,Start: 14:25 · MileIQ
2025-10-17,Business,"1703 E 11th St, Siler City, NC, 27344, United States",home/office,3.1,Business,0.7,2.17,0.0,0.0,🐎,Start: 14:44 · MileIQ
2025-10-18,Business,home/office,"1609 E 11th St, Siler City, NC, 27344, United States",13.1,Business,0.7,9.17,0.0,0.0,🐎,Start: 14:07 · MileIQ
2025-10-18,Business,"1523 E 11th St, Siler City, NC, 27344, United States",home/office,2.9,Business,0.7,2.03,0.0,0.0,🐎,Start: 14:32 · MileIQ
2025-10-19,Business,home/office,high falls oil,35.6,Business,0.7,24.92,0.0,0.0,🐎,Start: 11:01 · MileIQ
2025-10-19,Business,high falls oil,home/office,37.1,Business,0.7,25.97,0.0,0.0,🐎,Start: 12:31 · MileIQ
2025-10-20,Business,home/office,"4201 W Wendover Ave, Greensboro, NC, 27407, United States",40.3,Business,0.7,28.21,0.0,0.0,🐎,Start: 14:17 · MileIQ
2025-10-20,Business,"4201 W Wendover Ave, Greensboro, NC, 27407, United States","410 4 Seasons Town Center Ent, Greensboro, NC, 27427, United States",5.0,Business,0.7,3.5,0.0,0.0,🐎,Start: 15:33 · MileIQ
2025-10-20,Business,"410 4 Seasons Town Center Ent, Greensboro, NC, 27427, United States","367 Queens Way, Randleman, NC, 27317, United States",16.4,Business,0.7,11.48,0.0,0.0,🐎,Start: 15:59 · MileIQ
2025-10-20,Business,"367 Queens Way, Randleman, NC, 27317, United States",home/office,24.9,Business,0.7,17.43,0.0,0.0,🐎,Start: 23:20 · MileIQ
2025-10-21,Business,"507 W 3rd St, Siler City, NC, 27344, United States",home/office,1.2,Business,0.7,0.84,0.0,0.0,🐎,Start: 15:15 · MileIQ
2025-10-21,Meeting,home/office,"3015 Spring Garden St, Greensboro, NC, Lindley Park, 27403, United States",36.2,Business,0.7,25.34,0.0,0.0,🐎,Start: 18:19 · MileIQ
2025-10-21,Business,"910 S Holden Rd, Greensboro, NC, Hewitt Area, 27407, United States",home/office,37.8,Business,0.7,26.46,0.0,0.0,🐎,Start: 20:52 · MileIQ
2025-10-22,Business,"510 N 2nd Ave, Siler City, NC, 27344, United States","1149 University Dr, Burlington, NC, 27215, United States",41.5,Business,0.7,29.05,0.0,0.0,🐎,Start: 14:13 · MileIQ
